record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
7400,"da592u2yxxc60sn4",07may2025 09:23:00,5,2,2,0,1,0,0,0,0,0,10,"",2,11,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,43,2,2,0,1,0,3,"",0,1,0,3,1,3,3,1,2,3,3,3,,4,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,,3,0,0,0,1,0,1,1,5,1,4,0,0,0,0,1,3,4,5,5,,1,4,1,4,1,2,2,1,1,1,0,1,0,0,0,0,0,0,4,1,1,3,5,0,0,0,0,1,3,,"",1,"",1,3,4,1,4,5,5,4,4,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,,,0,1,0,0,0,1,1,0,0,1,3,1,2,3,4,0,0,0,0,0,0,1,,1,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","30311",3,663.61,1,1,07may2025 09:12:00,"spanish",1.241723
7434,"xzvkne7h5tu74ca5",07may2025 11:10:00,4,1,2,0,1,0,0,0,0,0,13,"",1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,2,1,28,1,1,1,0,0,6,"",1,0,0,2,2,2,2,3,2,3,2,2,3,,1,0,0,0,0,0,0,0,0,1,,0,0,5,3,3,5,,1,0,0,0,0,4,2,4,3,4,0,0,0,0,1,3,3,1,1,3,,2,10,5,3,3,3,2,2,2,0,1,0,0,0,0,0,0,3,3,3,3,4,0,0,0,0,1,5,3,"",,"",3,2,1,1,1,3,3,1,1,1,3,,,,,,,,"",,1,1,0,1,1,0,1,0,0,1,1,1,1,0,2,2,3,2,1,1,1,0,0,1,0,1,0,0,6,3,5,2,4,4,1,0,0,0,0,0,0,1,4,,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","82604",3,863.95,1,1,07may2025 10:55:00,"english",.6968117
7478,"d2913cwvcyxvnu4f",07may2025 12:25:00,4,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,26,2,1,1,0,0,3,"",1,0,0,1,1,2,1,1,1,1,2,1,3,,2,0,0,0,0,0,0,0,1,1,0,,0,5,5,3,2,,1,0,0,0,0,3,2,4,2,5,0,0,0,0,1,3,4,1,1,3,,3,21,4,2,2,2,2,2,2,0,0,1,0,1,0,0,0,1,2,2,3,3,0,0,0,1,0,2,4,"",,"",3,1,3,1,1,5,5,1,1,2,3,,,,,,,,"",,0,0,0,0,1,0,0,1,0,1,1,0,1,0,3,4,5,2,2,0,0,0,0,0,0,0,1,0,4,2,1,2,2,4,1,0,0,0,0,0,0,,4,,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93101",3,1122.79,1,1,07may2025 12:04:00,"english",1.108238
7504,"rwj3d1h4fm6nvz09",07may2025 12:40:00,6,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,60,2,2,0,1,0,6,"",0,1,0,3,3,2,3,3,2,3,2,3,,1,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,4,,4,0,0,0,1,0,3,2,4,1,3,0,0,0,0,1,1,1,2,2,,2,3,3,3,2,2,2,2,2,2,0,1,1,0,1,0,0,0,3,2,2,2,3,0,0,0,0,1,3,,"",1,"",2,1,4,2,4,4,4,3,3,1,3,,,,,,,,"",,0,0,0,0,1,0,0,0,1,1,1,1,0,0,3,4,0,,,0,0,0,0,0,0,0,0,1,,3,6,2,2,4,1,0,0,0,0,0,0,,2,2,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","91775",4,879.11,5,6,07may2025 12:25:00,"english",1.183555
7510,"tx8ceaa5zs95ck5c",07may2025 12:42:00,5,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,27,2,2,0,1,0,1,"",0,1,0,2,3,1,3,3,2,1,2,2,,1,1,1,0,0,0,0,0,0,0,1,,0,0,5,5,5,,5,1,0,0,0,0,2,2,2,3,4,0,0,0,0,1,1,1,1,1,,3,4,1,3,2,2,3,2,2,2,0,0,0,1,0,0,0,0,4,1,1,2,3,1,0,0,1,0,5,,"",4,"",2,1,2,2,2,5,5,3,3,1,3,,,,,,,,"",,0,1,0,0,1,0,0,0,0,1,1,0,1,0,3,4,1,3,3,1,0,0,0,0,0,0,0,0,2,3,2,1,2,2,0,0,0,0,0,0,1,1,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90255",4,899.22,5,6,07may2025 12:27:00,"english",.7316523
7541,"ktzktbryrvzpqg7m",07may2025 13:14:00,5,1,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,3,1,1,34,1,1,1,0,0,8,"por casamiento",1,0,0,2,1,1,1,2,2,2,1,1,4,,3,0,0,0,0,0,0,0,0,0,,1,0,5,5,5,5,,0,0,0,0,1,1,2,7,3,4,0,0,0,0,1,3,1,2,1,3,,4,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,0,2,5,5,2,4,0,0,0,0,1,5,3,"",,"",3,2,1,1,4,5,5,1,1,3,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,,,0,0,0,0,0,0,0,0,1,,3,1,1,4,4,1,0,0,0,0,0,0,1,3,,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","78853",1,1555,6,6,07may2025 12:47:00,"spanish",1.149739
7579,"emx32fj2wfwnx9dy",07may2025 14:31:00,4,2,2,0,1,0,0,0,0,0,13,"",1,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,8,2,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,0,,1,3,3,3,3,,0,0,0,1,0,2,1,7,2,2,0,0,0,0,1,3,3,5,5,2,,1,5,3,2,2,2,2,2,2,0,1,1,0,0,1,0,0,3,3,4,3,4,0,0,0,0,1,2,3,"",,"",2,3,2,2,4,4,4,4,3,1,3,,,,,,,,"",,0,1,0,1,1,0,0,0,0,1,1,1,1,0,3,3,2,2,2,0,0,0,0,0,0,0,0,1,,3,5,1,4,2,1,0,0,0,0,0,0,,1,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","85364",1,1853.12,6,6,07may2025 14:00:00,"spanish",.7676107
7616,"dajzqhqy8urwnqah",07may2025 15:41:00,3,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,1,11,2,1,1,0,0,1,"",1,0,0,2,1,2,2,2,2,1,2,2,1,,2,0,0,0,0,0,0,1,0,1,,0,0,5,5,5,5,,0,1,1,0,0,2,1,5,2,4,0,0,0,0,1,1,1,3,1,3,,1,4,2,2,2,2,2,2,2,0,0,0,0,0,1,1,0,2,2,2,2,4,0,0,0,0,1,1,4,"",,"",3,2,1,1,3,5,5,3,2,1,3,,,,,,,,"",,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,2,2,2,2,0,1,0,0,0,0,1,0,0,4,2,5,2,3,2,0,0,0,1,1,0,0,1,2,2,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92083",1,1835.49,6,6,07may2025 15:10:00,"spanish",.5853218
7621,"5d2rvwyuqy8jc00g",07may2025 15:21:00,4,1,2,0,1,0,0,0,0,0,13,"",1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,5,2,2,30,1,2,0,1,0,6,"",0,1,0,1,1,1,2,1,1,1,1,1,,2,2,0,0,0,0,0,1,1,0,0,0,,0,5,4,5,,5,1,0,0,0,0,3,2,6,2,3,0,0,0,0,1,1,1,2,1,,2,2,4,1,3,3,3,3,3,2,0,0,0,1,1,0,0,0,4,5,4,2,3,0,0,0,0,1,2,,"",3,"",2,2,1,1,2,5,4,2,2,1,2,0,0,1,0,0,0,0,"",1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,2,3,1,0,0,0,0,0,1,0,0,1,2,5,1,1,1,0,0,1,0,1,0,0,,2,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","89502",5,468.74,1,2,07may2025 15:12:00,"english",.8197784
7643,"cqh24t8gjvj7th2a",08may2025 12:51:00,6,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,19,1,1,1,0,0,1,"",1,0,0,2,2,2,2,2,2,1,2,1,3,,2,0,0,0,0,0,0,0,0,0,0,,1,5,3,3,3,,0,0,0,1,0,2,1,7,2,1,0,0,0,0,1,3,3,4,2,3,,3,2,3,3,2,2,3,2,2,0,0,0,0,0,0,1,0,4,3,3,3,4,0,0,0,0,1,1,3,"",,"",3,2,1,1,1,4,4,4,3,3,3,,,,,,,,"",,1,1,0,1,1,0,1,0,1,1,0,1,1,0,3,4,2,2,2,1,0,0,0,0,0,1,1,0,4,3,3,2,4,4,0,0,0,0,1,1,0,,3,,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","90004",1,1576.08,6,6,07may2025 15:46:00,"spanish",1.523827
7644,"dtk8ddvgebgske7b",07may2025 16:03:00,4,2,2,0,1,0,0,0,0,0,12,"",2,5,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,4,2,2,0,1,0,1,"",0,1,0,3,3,1,3,1,1,3,2,2,,4,1,0,0,0,0,0,0,0,0,1,1,,0,4,3,1,,4,0,0,0,0,1,3,2,4,3,4,0,0,0,0,1,3,1,1,1,,2,4,1,1,2,2,1,1,1,2,0,1,1,1,1,0,0,0,4,2,2,3,1,0,0,0,0,1,1,,"",3,"",2,1,2,1,3,5,5,3,3,3,1,0,0,1,0,0,0,0,"",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,1,0,0,0,0,1,0,1,0,0,1,2,1,2,4,1,1,0,0,0,0,0,0,,4,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","94062",2,874.17,1,1,07may2025 15:48:00,"spanish",.948225
7654,"cqqr7fubffekv47h",07may2025 16:45:00,4,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,45,2,1,1,0,0,6,"",1,0,0,2,2,2,2,2,3,2,2,2,1,,1,0,0,0,0,0,0,0,0,0,0,,1,4,5,4,2,,0,0,0,1,0,2,1,6,2,4,0,0,0,0,1,1,4,1,2,3,,3,6,3,3,3,3,2,2,3,0,1,0,0,0,0,1,0,3,4,4,3,3,0,0,0,0,1,3,3,"",,"",3,1,4,2,3,3,2,3,3,3,3,,,,,,,,"",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,2,4,1,0,0,0,0,0,0,1,0,1,3,5,4,3,4,1,0,0,0,0,0,0,,2,2,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92407",5,716.19,1,2,07may2025 16:32:00,"english",1.183555
7657,"dwsfxy5692y760t4",07may2025 17:05:00,5,2,2,0,1,0,0,0,0,0,13,"",1,5,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,15,1,2,0,1,0,2,"",0,1,0,2,2,2,2,2,2,2,2,2,,3,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,0,1,0,0,0,2,1,6,2,3,0,0,0,0,1,1,1,4,1,,2,2,6,3,2,2,2,2,2,2,0,1,1,0,0,0,0,0,2,2,4,2,4,1,0,0,0,0,5,,"",3,"",4,2,2,2,4,4,4,4,4,1,3,,,,,,,,"",,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,3,1,2,2,0,1,0,0,0,0,0,0,0,1,3,6,2,3,4,1,0,0,0,0,0,0,1,3,,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92083",1,1661.53,6,6,07may2025 16:37:00,"spanish",.9420023
7658,"7gxryy8zpnu4fbf6",07may2025 16:57:00,6,2,2,0,1,0,0,0,0,0,8,"",5,3,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,61,2,1,1,0,0,6,"",1,0,0,3,3,3,3,3,3,3,3,3,3,,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,4,2,,0,0,0,1,0,3,3,7,2,4,0,0,0,0,1,1,4,1,2,3,,3,1,1,2,2,2,2,2,2,0,1,1,0,0,1,1,0,1,2,3,3,3,0,0,0,0,1,5,3,"",,"",3,2,1,1,4,5,5,4,3,1,3,,,,,,,,"",,1,0,0,1,1,0,1,1,1,1,1,1,1,0,2,1,0,,,0,0,0,0,0,0,0,0,1,,3,13,2,2,4,0,0,0,0,0,0,1,2,4,,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","85201",4,1137.24,1,2,07may2025 16:38:00,"english",1.209387
7684,"zcy5gdrs14nxuknt",07may2025 17:39:00,5,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,52,2,2,0,1,0,6,"",0,1,0,3,3,2,2,3,2,3,2,2,,1,2,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,,5,0,0,0,0,1,2,1,6,3,4,0,0,0,0,1,1,1,1,1,,2,3,1,3,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,3,2,3,5,0,0,0,0,1,2,,"",4,"",2,1,1,1,5,5,5,4,3,1,3,,,,,,,,"",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0,,,1,0,0,0,0,0,0,0,0,1,3,2,2,4,4,1,0,0,0,0,0,0,2,3,,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","93535",5,940.98,1,2,07may2025 17:23:00,"english",1.006022
7686,"rzsy2q5h2nbhgwv1",07may2025 17:56:00,5,1,2,0,1,0,0,0,0,0,13,"",1,5,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,10,1,1,1,0,0,2,"",1,0,0,2,2,2,2,2,2,2,2,2,1,,2,1,0,0,0,0,0,0,0,0,,0,0,5,4,3,4,,0,0,1,0,0,2,1,4,1,3,0,0,0,0,1,3,3,4,2,1,,1,4,4,2,2,2,2,2,2,0,1,1,0,0,0,1,0,3,2,3,3,3,0,0,0,0,1,5,3,"",,"",3,2,2,2,4,4,4,4,4,1,3,,,,,,,,"",,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,3,2,2,2,0,0,0,0,0,0,0,0,1,,3,6,2,3,2,0,0,0,1,1,1,0,1,3,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","92236",1,1704.7,6,6,07may2025 17:26:00,"spanish",.7316523
7690,"k1288w1mwmvcyyk8",07may2025 18:02:00,3,2,2,0,1,0,0,0,0,0,13,"",1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,36,2,1,1,0,0,6,"",1,0,0,2,3,3,3,2,3,1,2,2,3,,3,0,0,0,0,0,0,0,0,1,0,,0,5,5,5,4,,0,0,0,0,1,2,1,5,2,4,0,0,0,0,1,3,3,1,1,3,,4,3,3,2,3,3,2,2,2,0,1,1,1,1,0,0,0,4,1,2,2,2,0,0,0,0,1,4,3,"",,"",3,3,1,1,2,4,4,2,1,1,3,,,,,,,,"",,1,1,0,1,1,0,0,0,0,1,1,1,1,0,3,2,2,2,2,1,1,0,0,0,0,0,0,0,1,2,6,1,2,1,0,0,0,0,0,0,1,,3,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","27603",5,1311.05,1,2,07may2025 17:36:00,"english",.8443719
7693,"tcxds33sr1dbnfba",07may2025 18:45:00,3,1,2,0,1,0,0,0,0,0,13,"",1,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,13,2,2,0,1,0,2,"",0,1,0,2,1,2,2,1,2,1,2,2,,2,2,0,0,0,0,0,0,0,0,0,0,,1,5,5,5,,5,1,0,0,0,0,3,3,5,2,4,0,0,0,0,1,1,1,1,1,,3,2,3,4,2,2,2,2,2,2,0,0,0,0,0,1,0,0,1,2,2,3,4,0,0,0,1,0,5,,"",4,"",3,2,1,1,2,4,4,2,2,1,3,,,,,,,,"",,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,1,0,,,0,0,0,0,0,0,0,0,1,,3,8,1,1,2,0,0,0,0,1,0,0,,2,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","60649",5,3846.22,5,6,07may2025 17:41:00,"english",.6558228
7725,"zwrfd90es4dbjz77",07may2025 19:30:00,6,1,2,0,1,0,0,0,0,0,13,"",1,27,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,21,2,2,0,1,0,3,"",0,1,0,3,2,2,2,2,2,2,2,2,,3,2,0,0,0,0,0,0,0,0,0,,0,1,4,4,2,,5,0,1,0,0,0,2,1,5,3,2,0,1,0,0,0,1,1,2,2,,2,1,5,3,2,2,2,2,2,1,0,0,0,0,0,1,1,0,4,1,2,2,2,0,0,0,1,0,2,,"",1,"",3,1,2,2,2,4,4,3,3,1,3,,,,,,,,"",,0,1,0,1,1,0,1,0,0,0,1,0,1,0,3,2,0,,,1,0,0,0,1,0,0,0,0,1,3,5,1,2,3,1,0,0,0,0,0,0,1,2,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","59802",5,593.07,5,6,07may2025 19:19:00,"english",1.31741
7726,"94gvehjhkp7qmy87",07may2025 20:14:00,6,1,2,0,1,0,0,0,0,0,13,"",1,13,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,20,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,1,0,0,0,0,0,0,0,0,0,,0,1,2,4,4,4,,0,0,0,1,0,2,1,7,3,3,0,1,0,0,0,1,1,2,2,3,,1,11,2,2,2,3,1,3,2,0,0,1,0,0,1,0,0,2,2,4,2,3,1,0,0,0,0,3,1,"",,"",1,1,2,2,2,4,5,3,3,1,3,,,,,,,,"",,1,1,0,1,0,0,0,0,0,0,1,0,0,0,3,4,0,,,0,0,0,0,0,0,1,0,0,2,3,5,1,3,4,0,0,0,0,1,0,0,1,1,1,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","83814",5,3047.73,5,6,07may2025 19:22:00,"english",.9581161
7728,"wrajce24zcvw0q54",07may2025 19:35:00,3,2,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,,,,,,,3,1,1,21,2,1,1,0,0,2,"",1,0,0,2,3,2,3,2,3,2,2,2,3,,1,0,0,0,0,0,0,0,0,1,,0,0,5,3,5,5,,0,0,0,1,0,2,4,6,1,3,0,0,0,0,1,1,1,1,1,2,,4,2,3,1,2,2,2,3,1,0,0,1,0,0,0,0,0,3,1,1,3,2,1,0,0,0,0,6,3,"",,"",2,1,1,2,5,5,5,2,2,3,3,,,,,,,,"",,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,,,0,0,0,0,0,0,0,0,1,,3,1,2,2,3,0,0,0,1,0,0,0,1,3,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","78577",5,509.77,5,6,07may2025 19:26:00,"english",.8612593
7732,"v55k5srps5egr4jk",07may2025 19:55:00,5,2,2,0,1,0,0,0,0,0,13,"",1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,3,1,5,56,2,2,1,1,0,6,"",0,1,0,3,2,2,2,3,2,3,2,3,,1,2,0,0,0,0,0,0,0,0,0,0,,1,3,3,3,,3,0,0,0,0,1,1,4,7,2,5,0,0,0,0,1,3,3,5,5,,2,2,6,5,2,2,2,2,2,2,0,0,0,0,0,0,0,1,1,3,3,3,5,0,0,0,0,1,6,,"",3,"",2,3,4,5,5,3,3,4,4,3,3,,,,,,,,"",,0,1,0,0,1,0,1,0,1,0,1,0,1,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,3,3,1,4,4,1,0,0,0,0,0,0,,3,,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","78041",5,1013.31,1,1,07may2025 19:37:00,"english",1.266558
7738,"cj155pnz6tu7yw2z",07may2025 20:26:00,6,1,2,0,1,0,0,0,0,0,13,"",1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3,1,1,17,2,2,0,1,0,3,"",0,1,0,2,2,2,2,2,2,2,2,2,,2,3,0,0,0,0,0,0,0,0,0,,0,1,4,5,2,,5,0,0,0,0,1,2,2,5,2,3,0,1,0,0,0,1,1,2,2,,2,1,6,3,2,2,1,2,3,2,0,0,1,0,0,0,1,0,2,1,2,2,2,1,0,0,0,0,2,,"",1,"",3,1,1,1,1,5,4,2,2,1,3,,,,,,,,"",,0,0,1,0,1,1,0,1,0,0,1,0,0,0,2,2,0,,,0,1,0,0,0,0,0,0,0,1,3,6,1,1,3,1,0,0,0,0,0,0,1,2,2,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","05468",5,1915.74,5,6,07may2025 19:53:00,"english",1.449151
7740,"62nvwr4hg1gvxqkv",07may2025 20:14:00,6,1,2,0,1,0,0,0,0,0,13,"",1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,3,1,1,24,2,1,1,0,0,3,"",1,0,0,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,0,0,0,0,0,0,,0,1,5,4,4,4,,0,0,0,0,1,2,2,6,2,4,0,1,0,0,0,1,1,2,3,3,,1,15,3,2,2,1,3,2,2,0,0,0,0,0,0,0,1,1,2,3,3,3,0,0,0,0,1,1,1,"",,"",2,2,2,3,3,4,5,3,4,1,3,,,,,,,,"",,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,3,0,,,0,0,0,0,0,0,0,0,1,,3,4,2,3,2,1,0,0,0,0,0,0,1,1,2,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","38024",5,1176.26,5,6,07may2025 19:53:00,"english",1.31741
