dummy,pid7,raceidentity,whiteresp,latresp,blackresp,aapiresp,sex,education,income,AM1,AM2,AM3,AM4,beingamerican,EG1,EG2,EG3,EG4,egalitarian,MT1,MT2,moraltrad,TE1,TE2,TE3,trustexperts,CB1,CB2,conspiracy,GR1,GR2,genderroles,MS1,MS2,sexism,RR1,RR2,RR3,RR4,racialresent,GE1,GE2,GE3,GE4,groupempathy,MA1,MA2,minorityadapt,BI1,BI2,BI3,immbeliefs,FT1,FT2,FT3,FT4,freetrade,UB1,UB2,usbest,trumptherm,fundamentalist_therm,muslim_therm,christian_therm,jewish_therm,feminists_therm,lg_therm,trans_therm,police_therm,ice_therm,blm_therm,metoo_therm,who_therm,nato_therm,un_therm,nra_therm,planned_parenthood_therm,cdc_therm,fauci_therm,scientists_therm,interest,follow,policetreat,policeforce,religimport,climatechange,climateregulation,preweight,postweight,abortion,gunsowned,gunpurchase,gunaccess,gunbackground,gunassaultban,gunassaultbuyback,guncontrol,whitelat,abortcourt,court_therm
1,5,1,1,0,0,0,1,3,8,2,2,3,3,10,3,1,3,3,10,4,4,4,2,3,2,2.333333,3,4,3.5,3,5,4,3,3,3,3,3,2,2,2.5,3,2,3,4,3,3,0,1.5,3,3,3,3,0,3,0,2,1.25,2,4,3,100,100,0,100,100,0,0,0,100,85,0,,,60,60,85,0,70,30,70,3,3,4,2,5,3,2,.5665463,.4780563,1,8,2,5,7,1,1,6,1,1,85
1,6,1,1,0,0,0,0,2,5,2,0,2,1,5,4,4,0,4,12,0,4,2,0,0,2,.6666667,4,2,3,5,3,4,1,1,1,2,0,1,0,.75,1,0,0,1,.5,4,2,3,1,2,3,2,3,3,1,2,2.25,1,3,2,85,60,40,85,85,85,85,40,85,40,0,50,50,,50,60,50,40,30,40,1,1,7,2,4,1,5,.7089879,.6718762,4,0,3,3,7,7,5,16,1,4,100
1,5,,,,,,0,5,1,2,1,3,3,9,4,0,0,2,6,2,4,3,0,1,1,.6666667,2,2,2,6,6,6,3,1,2,3,4,4,4,3.75,3,4,4,2,3.25,4,2,3,0,0,1,.3333333,6,4,4,4,4.5,2,4,3,100,60,50,100,100,40,70,60,100,100,15,30,15,50,40,70,0,30,30,40,4,4,4,2,5,1,1,.160032,.0890682,,,1,4,6,1,1,5,,4,85
1,4,3,0,1,,0,0,4,19,0,0,2,1,3,4,3,2,3,12,1,1,1,2,3,3,2.666667,2,1,1.5,3,3,3,1,1,1,1,1,1,1,1,2,2,2,3,2.25,1,0,.5,1,1,0,.6666667,4,2,2,3,2.75,1,2,1.5,30,40,70,70,70,70,70,70,80,20,50,50,50,70,70,20,80,70,85,100,3,4,6,3,1,4,5,2.417043,1.965348,4,1,3,3,7,4,4,12,0,6,40
1,,1,1,0,0,0,1,3,20,1,0,1,0,2,2,4,4,4,14,0,2,1,2,4,4,3.333333,0,0,0,3,3,3,0,0,0,2,1,0,0,.75,4,4,4,4,4,2,0,1,2,0,0,.6666667,3,2,2,2,2.25,0,1,.5,0,0,85,85,85,40,100,100,85,15,100,100,,,100,0,100,100,100,100,1,2,7,3,1,5,6,3.056737,3.010279,4,0,3,5,7,7,6,17,1,7,50
1,3,1,1,0,0,0,0,5,22,2,1,2,1,6,4,4,4,3,15,3,1,2,4,3,4,3.666667,0,0,0,3,3,3,0,0,0,0,0,1,0,.25,3,3,3,3,3,0,1,.5,1,0,1,.6666667,6,3,3,4,4,1,4,2.5,0,15,70,70,70,60,70,70,70,50,70,50,70,70,60,30,50,70,85,100,3,3,7,2,4,5,7,.8825393,.7838504,2,2,3,3,7,6,4,14,1,4,70
1,1,2,0,0,0,0,1,1,1,3,3,3,3,12,2,2,2,4,10,2,3,2.5,2,2,3,2.333333,2,0,1,5,3,4,3,3,3,2,2,2,0,1.5,4,4,4,4,4,4,4,4,0,4,4,2.666667,3,3,2,2,2.5,2,2,2,0,90,90,60,70,50,80,100,60,,100,,60,,,,,,100,100,3,4,7,4,4,1,4,1.96279,1.635928,2,,2,5,7,1,7,12,,4,30
1,2,4,0,0,0,1,0,4,20,0,0,0,0,0,3,4,4,3,14,0,2,1,4,4,4,4,2,0,1,4,2,3,0,0,0,0,0,0,0,0,3,2,3,4,3,0,0,0,0,0,0,0,4,4,2,2,3,1,0,.5,0,50,100,50,100,100,100,100,40,30,100,100,100,70,100,15,100,100,85,100,4,4,7,4,1,4,7,1.828931,1.926892,4,0,3,3,6,6,4,13,,7,60
1,5,4,0,0,0,1,1,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,3,,,2.042629,,2,0,,,,,,,,1,
1,7,1,1,0,0,0,0,3,16,3,3,2,3,11,4,1,4,4,13,4,4,4,4,4,2,3.333333,3,4,3.5,5,3,4,2,2,2,4,4,4,2,3.5,4,0,2,2,2,4,2,3,2,4,4,3.333333,4,4,4,4,4,4,4,4,100,60,50,70,50,50,50,50,100,100,0,,60,60,85,100,0,100,50,50,3,4,4,3,5,3,4,.9257817,.8272389,2,4,1,5,7,1,1,6,1,2,100
1,7,1,1,0,0,0,1,1,16,3,3,3,3,12,0,1,4,0,5,4,4,4,2,2,2,2,1,4,2.5,6,6,6,2,2,2,4,4,4,4,4,0,0,1,1,.5,4,4,4,2,4,4,3.333333,3,3,2,2,2.5,4,4,4,100,100,0,100,85,0,0,0,100,60,0,0,15,50,50,100,0,0,50,40,4,4,4,2,4,1,1,1.472503,1.270263,2,0,1,5,7,4,4,12,1,1,40
1,5,1,1,0,0,0,1,2,12,1,1,3,2,7,2,1,2,2,7,4,4,4,2,2,3,2.333333,4,3,3.5,5,5,5,0,1,.5,0,4,4,3,2.75,1,1,1,2,1.25,4,2,3,2,2,2,2,3,2,2,2,2.25,2,3,2.5,70,85,15,85,85,50,15,0,85,85,0,50,40,60,50,60,15,85,85,85,4,4,4,2,3,4,4,2.66102,2.18806,2,2,2,3,7,1,7,12,1,2,85
1,5,2,0,0,0,0,0,5,22,1,1,3,1,6,1,1,3,3,8,3,4,3.5,2,3,3,2.666667,0,1,.5,5,6,5.5,1,1,1,0,1,3,0,1,1,1,2,2,1.5,3,0,1.5,2,1,1,1.333333,3,2,2,4,2.75,2,4,3,51,50,50,80,80,5,70,50,49,70,10,3,0,40,25,50,40,60,65,80,3,3,7,4,2,2,5,1.772023,1.721682,2,0,3,3,7,4,2,10,,3,70
1,2,1,1,0,0,0,1,5,15,2,1,3,2,8,4,1,1,4,10,2,3,2.5,2,3,4,3,4,2,3,3,3,3,0,1,.5,2,1,1,1,1.25,4,4,4,4,4,3,1,2,1,2,2,1.666667,5,3,2,2,3,3,2,2.5,15,25,75,100,100,75,75,75,100,75,100,100,100,100,100,50,100,100,100,85,3,4,7,2,4,5,7,.6458015,.4571644,3,0,3,4,7,1,7,12,1,6,50
1,6,1,1,0,0,0,1,5,17,0,0,2,0,2,3,3,2,1,9,2,1,1.5,3,4,3,3.333333,3,2,2.5,3,3,3,0,0,0,2,1,1,2,1.5,2,2,3,3,2.5,0,0,0,2,0,2,1.333333,4,3,1,3,2.75,2,4,3,90,85,65,85,85,60,50,35,95,70,95,78,75,70,50,55,0,90,75,80,2,2,5,2,5,2,4,.8130054,.8087946,2,0,2,2,5,7,4,13,1,1,80
1,2,3,0,1,,0,1,2,10,1,1,2,1,5,4,2,4,4,14,0,0,0,1,2,4,2.333333,4,4,4,5,3,4,0,0,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,6,2,0,4,3,0,1,.5,0,50,80,50,100,80,50,80,50,0,80,100,100,,100,50,100,100,85,100,1,1,7,5,1,5,7,2.007993,2.304478,4,1,3,5,7,7,7,18,0,7,40
1,2,6,0,0,0,0,1,1,8,2,2,3,1,8,4,2,4,2,12,1,2,1.5,3,2,2,2.333333,2,2,2,3,3,3,0,0,0,2,1,2,1,1.5,2,2,2,3,2.25,3,1,2,1,0,1,.6666667,3,2,2,2,2.25,0,4,2,0,30,85,85,100,85,85,85,40,30,85,70,70,50,70,70,70,40,80,100,2,2,7,5,2,3,4,5.000254,6.343979,4,0,2,4,6,4,4,11,,7,70
1,2,1,1,0,0,0,1,4,17,0,0,1,1,2,3,4,3,3,13,1,0,.5,4,2,4,3.333333,2,1,1.5,3,3,3,1,1,1,2,2,3,1,2,2,3,3,4,3,1,1,1,1,0,0,.3333333,3,3,1,2,2.25,0,2,1,0,1,65,40,50,85,85,85,75,25,65,80,80,60,65,5,85,75,85,85,3,2,6,2,1,5,6,.9099115,.9412051,4,3,3,3,7,6,6,16,1,7,40
1,2,3,0,1,,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,2,,,.9127322,,4,0,,,,,,,0,4,
1,5,1,1,0,0,0,1,3,13,3,3,3,2,11,0,0,0,4,4,4,4,4,0,0,1,.3333333,1,3,2,6,6,6,1,2,1.5,4,4,3,3,3.5,2,3,4,4,3.25,4,0,2,1,1,3,1.666667,1,2,3,4,2.5,2,4,3,60,50,85,90,100,10,100,90,100,100,0,0,10,10,0,70,5,70,60,50,3,3,2,2,1,1,1,.9228931,.8668162,3,0,1,4,4,1,1,3,1,4,80
1,4,4,0,0,0,1,0,3,10,2,1,3,1,7,3,3,2,3,11,2,3,2.5,2,2,3,2.333333,3,2,2.5,6,3,4.5,0,0,0,3,2,2,2,2.25,2,2,2,2,2,2,2,2,2,3,3,2.666667,3,2,0,0,1.25,2,4,3,85,60,50,60,70,60,50,50,70,,70,,,50,60,70,50,60,60,70,2,2,6,4,2,3,6,.4810621,.7003228,,0,2,3,4,4,4,9,,4,60
1,7,1,1,0,0,0,1,4,20,2,1,2,3,8,4,1,2,1,8,0,4,2,4,4,4,4,3,1,2,3,4,3.5,1,1,1,4,4,3,2,3.25,3,3,4,2,3,3,1,2,1,1,1,1,5,3,1,3,3,2,4,3,,85,15,100,100,85,85,100,85,70,40,60,50,100,50,85,100,100,100,85,2,2,5,2,3,2,6,1.29954,1.953875,3,3,2,2,7,4,1,9,1,4,100
1,1,2,0,0,0,0,0,4,2,0,0,2,0,2,3,3,1,4,11,1,0,.5,3,2,4,3,4,3,3.5,3,3,3,0,2,1,0,0,0,4,1,0,2,3,1,1.5,1,3,2,1,1,0,.6666667,3,2,2,2,2.25,0,0,0,0,0,85,75,100,85,100,100,15,0,100,85,100,0,100,85,85,100,0,100,1,1,7,4,4,3,5,.7201656,.5370634,4,2,3,2,7,1,4,9,,5,20
1,5,1,1,0,0,0,0,2,2,1,1,3,3,8,4,2,2,3,11,2,4,3,2,3,3,2.666667,4,4,4,3,3,3,2,1,1.5,4,4,4,4,4,1,3,3,3,2.5,4,0,2,3,4,4,3.666667,3,2,2,2,2.25,2,2,2,85,50,15,50,85,50,50,50,50,50,0,50,50,50,50,50,50,50,50,50,4,3,4,5,5,3,1,.9342486,.7959746,1,,2,4,7,1,4,9,1,4,50
1,6,1,1,0,0,0,0,4,21,0,0,2,1,3,3,1,4,4,12,1,0,.5,4,2,4,3.333333,1,0,.5,5,3,4,0,0,0,3,4,3,3,3.25,2,2,3,3,2.5,1,0,.5,0,0,0,0,5,3,2,2,3,0,4,2,3,15,50,50,50,50,50,50,100,100,40,40,85,70,85,40,100,100,100,85,1,1,4,2,2,5,6,1.426179,1.252774,4,25,2,4,2,2,1,2,1,7,100
1,1,4,0,0,0,1,0,4,1,1,1,3,2,7,4,3,2,2,11,2,2,2,0,2,2,1.333333,2,2,2,3,6,4.5,2,2,2,2,2,1,0,1.25,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2.25,1,2,1.5,30,65,100,60,60,85,50,50,65,,85,90,60,,70,,,100,50,60,2,2,4,3,5,3,4,.134972,.1898372,2,0,3,3,7,4,4,12,,4,75
1,6,1,1,0,0,0,1,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,1,,,1.576344,,4,2,,,,,,,1,4,
1,1,2,0,0,0,0,1,3,5,3,2,3,3,11,3,4,3,3,13,1,2,1.5,1,4,4,3,3,1,2,6,4,5,2,0,1,0,0,0,1,.25,2,2,2,3,2.25,0,2,1,2,3,3,2.666667,1,1,0,0,.5,3,4,3.5,15,70,0,85,15,0,15,50,60,40,60,50,0,0,15,50,70,15,60,60,2,3,7,5,4,4,6,.4840377,.3874264,2,2,3,4,7,7,7,18,,6,0
1,3,1,1,0,0,0,0,3,19,0,0,2,1,3,4,3,3,4,14,1,0,.5,4,4,4,4,1,0,.5,3,3,3,0,0,0,0,1,1,0,.5,4,4,3,3,3.5,0,0,0,1,0,2,1,4,4,3,4,3.75,0,2,1,15,0,50,5,50,50,65,75,60,40,65,55,80,55,85,45,60,85,90,100,3,3,5,2,1,5,6,6.932929,6.650665,4,0,2,2,5,3,5,10,1,7,30
1,4,1,1,0,0,0,0,2,8,1,0,1,1,3,3,3,3,3,12,1,2,1.5,3,2,4,3,2,1,1.5,6,3,4.5,1,1,1,2,1,2,1,1.5,1,2,2,1,1.5,2,2,2,1,1,3,1.666667,3,2,3,3,2.75,2,1,1.5,40,20,70,80,70,70,90,90,50,40,30,60,80,50,60,40,80,80,80,90,2,2,7,3,3,3,5,2.121022,3.26104,4,0,3,2,7,4,4,12,1,5,40
1,1,1,1,0,0,0,1,3,10,1,1,1,1,4,4,4,4,4,16,1,0,.5,3,1,4,2.666667,4,2,3,3,3,3,0,0,0,1,0,0,0,.25,4,3,3,3,3.25,1,0,.5,0,0,0,0,3,2,2,2,2.25,0,0,0,0,15,85,40,100,85,100,100,40,0,85,85,85,50,50,15,85,85,30,100,3,4,7,3,1,4,7,.7289885,.6458499,4,0,3,5,7,7,6,17,1,7,40
1,4,3,0,1,,0,0,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,4,,,.7790495,,2,0,,,,,,,0,2,
1,1,1,1,0,0,0,1,5,1,0,0,1,1,2,4,4,4,4,16,1,0,.5,2,4,4,3.333333,2,0,1,3,3,3,1,1,1,4,1,3,2,2.5,2,2,2,3,2.25,2,2,2,0,0,0,0,6,2,2,3,3.25,0,3,1.5,0,15,60,70,85,85,60,60,70,60,60,85,85,100,85,0,100,85,100,100,4,4,7,2,1,4,7,.136095,.0858728,4,0,3,5,7,7,7,18,1,7,40
1,3,1,1,0,0,0,0,4,5,2,1,2,1,6,4,4,1,3,12,2,2,2,3,2,4,3,1,0,.5,5,3,4,1,1,1,2,3,2,2,2.25,2,2,3,2,2.25,3,3,3,1,1,1,1,3,3,2,2,2.5,2,4,3,15,50,50,85,85,60,85,70,90,40,70,75,70,90,90,60,80,80,85,85,4,3,6,3,3,4,7,.7522507,.8872098,4,3,2,3,7,7,4,15,1,7,85
1,4,1,1,0,0,0,,4,,1,0,1,1,3,4,3,4,3,14,2,2,2,3,2,3,2.666667,2,1,1.5,4,3,3.5,1,1,1,1,0,1,0,.5,3,2,2,2,2.25,1,1,1,1,0,0,.3333333,3,3,0,4,2.5,1,4,2.5,0,70,50,100,85,50,50,50,50,40,70,60,60,50,50,15,50,60,85,70,3,3,7,3,5,3,5,.5744219,.4519012,2,,3,4,7,6,4,14,1,1,60
1,4,1,1,0,0,0,0,5,21,1,0,2,1,4,4,3,3,3,13,2,2,2,2,2,4,2.666667,0,0,0,3,3,3,0,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,.6666667,5,4,2,2,3.25,1,2,1.5,40,50,70,60,70,70,60,60,85,60,70,70,85,70,70,40,60,85,100,85,3,3,6,2,3,3,4,.9045097,.8345072,3,1,2,3,7,7,6,17,1,4,100
1,1,1,1,0,0,0,1,5,9,0,0,2,1,3,4,4,4,3,15,1,1,1,2,3,4,3,1,0,.5,3,3,3,1,1,1,3,1,1,1,1.5,3,3,4,3,3.25,3,0,1.5,0,0,0,0,6,4,4,4,4.5,1,3,2,0,15,85,50,85,85,70,70,60,15,85,70,100,100,100,0,100,70,100,100,4,4,5,2,2,4,7,.3075533,.2081302,4,3,3,4,7,7,3,14,1,5,40
1,5,1,1,0,0,0,0,2,7,1,1,2,1,5,2,2,1,2,7,3,2,2.5,4,4,3,3.666667,0,2,1,4,3,3.5,1,1,1,3,2,2,3,2.5,1,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2.25,3,4,3.5,60,50,50,50,70,50,50,50,70,60,30,50,85,50,50,50,50,85,50,100,2,2,4,2,1,1,4,2.048087,1.827011,3,0,2,2,4,1,1,3,1,4,50
1,2,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,1.039025,,4,0,,,,,,,,5,
1,6,1,1,0,0,0,0,5,20,2,1,2,2,7,3,4,3,2,12,4,4,4,3,4,4,3.666667,2,2,2,6,5,5.5,1,1,1,0,0,0,0,0,3,3,2,3,2.75,3,1,2,0,0,2,.6666667,4,4,1,3,3,1,4,2.5,35,50,100,90,100,30,75,60,90,70,60,40,85,50,90,70,0,90,90,75,4,3,6,2,5,3,6,.7217733,.6747186,2,1,3,3,7,5,2,11,1,1,95
1,7,1,1,0,0,0,0,3,22,3,2,3,2,10,1,1,1,0,3,2,4,3,2,1,2,1.666667,0,2,1,3,3,3,1,2,1.5,4,4,4,4,4,3,2,2,2,2.25,4,3,3.5,1,2,3,2,6,0,0,4,2.5,3,3,3,85,40,15,85,50,40,40,0,85,85,0,0,15,15,15,85,50,30,15,85,4,4,4,3,4,2,2,.9323495,.8029321,3,8,2,5,7,7,1,12,1,4,100
1,6,1,1,0,0,0,1,2,1,2,1,2,2,7,1,2,2,2,7,2,3,2.5,3,3,2,2.666667,2,3,2.5,5,5,5,3,2,2.5,3,1,2,2,2,2,1,3,3,2.25,3,2,2.5,3,2,2,2.333333,6,2,3,1,3,2,4,3,70,15,,50,50,60,50,50,85,85,30,30,50,50,60,85,15,85,85,100,3,3,6,2,1,4,6,.3038219,.2281863,4,0,3,4,7,7,7,18,1,7,85
1,2,1,1,0,0,0,0,5,12,1,1,1,1,4,3,4,4,3,14,0,0,0,4,3,4,3.666667,2,0,1,3,3,3,1,1,1,0,0,1,0,.25,4,3,2,3,3,1,0,.5,1,0,1,.6666667,6,4,2,2,3.5,0,1,.5,0,30,50,30,50,50,50,50,30,30,60,40,60,60,60,15,60,50,70,80,3,3,7,3,1,4,7,.7479919,.5388589,4,0,2,2,7,6,6,16,1,7,60
1,7,1,1,0,0,0,1,3,1,2,1,2,2,7,3,1,3,3,10,1,3,2,3,3,4,3.333333,3,4,3.5,5,3,4,2,3,2.5,4,3,3,3,3.25,3,3,4,3,3.25,3,1,2,2,1,1,1.333333,3,4,3,2,3,1,3,2,100,,,100,,85,70,,100,,,85,85,,,85,70,70,70,85,4,3,6,2,5,2,4,.1095285,.0729227,2,2,2,4,7,4,4,12,1,4,
1,4,1,1,0,0,0,1,3,,2,2,2,2,8,4,4,4,4,16,1,3,2,1,2,3,2,2,2,2,3,3,3,1,1,1,3,2,2,2,2.25,3,2,2,3,2.5,2,3,2.5,2,2,2,2,3,2,2,2,2.25,2,2,2,0,50,50,60,70,50,60,60,85,70,50,,85,50,60,15,85,85,85,85,2,3,4,2,3,4,7,.2117914,.2710022,4,0,3,5,7,1,4,9,1,4,40
1,7,1,1,0,0,0,1,3,9,3,3,3,2,11,2,2,2,3,9,2,3,2.5,2,1,2,1.666667,2,0,1,4,6,5,0,1,.5,4,4,4,4,4,0,0,2,2,1,2,2,2,2,2,2,2,3,2,0,4,2.25,2,2,2,85,50,50,85,85,50,50,50,70,50,50,50,50,50,50,50,50,50,50,50,2,2,4,3,3,3,4,.7407027,.7160141,4,0,2,3,7,4,4,12,1,4,50
1,6,1,1,0,0,0,0,3,11,1,0,3,3,7,1,0,0,2,3,4,4,4,4,3,2,3,3,2,2.5,4,6,5,2,4,3,4,4,4,4,4,1,2,0,4,1.75,4,3,3.5,3,0,0,1,6,4,3,4,4.25,2,4,3,85,70,40,85,85,0,50,15,85,100,0,0,0,30,0,85,0,15,30,70,4,4,4,2,4,1,2,.4783525,.4165407,2,1,2,5,6,1,1,5,1,2,70
1,3,3,0,1,,0,1,4,17,0,0,1,0,1,4,4,4,4,16,1,0,.5,3,4,4,3.666667,2,1,1.5,6,0,3,0,3,1.5,0,1,1,0,.5,3,3,3,3,3,0,2,1,0,0,0,0,5,3,2,3,3.25,0,0,0,0,0,100,0,100,100,100,100,30,0,90,100,100,70,50,5,70,85,100,100,3,2,7,5,1,3,6,1.684628,2.161901,4,0,3,5,7,7,5,16,0,7,30
1,1,1,1,0,0,0,0,4,17,0,0,2,1,3,4,4,4,4,16,1,3,2,3,3,4,3.333333,0,1,.5,5,3,4,0,0,0,0,1,1,0,.5,3,3,3,3,3,3,0,1.5,0,0,0,0,3,3,2,2,2.5,2,2,2,0,0,90,10,95,80,90,50,85,0,90,90,90,90,90,0,100,90,100,100,4,4,5,2,1,5,7,.6177338,.5414357,4,0,3,4,7,7,7,18,1,7,
1,6,1,1,0,0,0,0,4,21,2,1,3,3,9,3,0,1,1,5,1,2,1.5,2,2,4,2.666667,0,1,.5,3,3,3,0,0,0,4,3,4,3,3.5,2,2,2,2,2,3,1,2,1,0,3,1.333333,6,4,2,4,4,2,4,3,90,65,50,90,90,70,50,50,85,80,20,50,50,30,20,50,65,90,85,100,3,3,6,4,2,3,6,.9125936,.72706,2,0,1,2,7,3,6,13,1,4,100
1,6,1,1,0,0,0,1,3,13,0,0,2,1,3,1,3,1,1,6,1,3,2,2,2,3,2.333333,3,3,3,4,6,5,1,1,1,3,3,3,1,2.5,3,2,2,3,2.5,1,1,1,1,1,1,1,3,3,,,3,0,3,1.5,15,50,50,70,50,40,50,50,30,40,60,15,50,,50,40,70,60,30,85,1,1,7,4,4,3,6,.4881536,.9098451,4,,2,4,7,1,1,6,1,6,30
1,5,,,,,,0,3,2,1,0,3,3,7,4,4,3,4,15,1,4,2.5,1,1,3,1.666667,0,1,.5,6,3,4.5,,3,3,4,4,4,4,4,2,3,3,4,3,4,3,3.5,0,3,4,2.333333,,4,3,4,3.666667,1,,1,100,0,,70,85,15,50,15,85,70,0,0,40,50,0,100,50,70,0,50,3,3,4,2,1,1,2,.1542666,.1115793,3,0,1,4,7,1,1,6,,4,50
1,6,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,4,,,.1424052,,1,0,,,,,,,,4,
1,3,1,1,0,0,0,0,3,1,1,2,3,2,8,2,1,2,2,7,2,3,2.5,3,4,4,3.666667,2,1,1.5,6,6,6,3,3,3,3,1,3,3,2.5,3,3,3,2,2.75,2,1,1.5,0,1,0,.3333333,3,4,3,3,3.25,0,2,1,30,50,50,50,50,40,30,15,70,30,40,40,40,30,15,30,,85,100,70,2,2,5,4,5,4,7,.1551989,.1301604,3,0,3,5,7,1,2,7,1,4,40
1,5,1,1,0,0,0,0,4,1,0,2,2,2,6,2,2,2,2,8,2,4,3,1,2,2,1.666667,2,2,2,3,3,3,2,2,2,4,4,4,2,3.5,0,0,0,0,0,2,2,2,2,2,2,2,3,2,2,2,2.25,2,3,2.5,100,40,50,50,50,0,50,50,85,70,0,0,0,40,0,70,0,85,0,50,1,1,2,3,3,1,1,.1841855,.12764,2,1,2,5,1,1,4,3,1,2,70
1,5,1,1,0,0,0,0,4,1,1,1,3,2,7,1,3,3,1,8,4,4,4,2,2,2,2,3,3,3,6,6,6,3,3,3,3,3,4,1,2.75,1,1,1,1,1,3,1,2,3,1,3,2.333333,3,2,0,4,2.25,1,4,2.5,100,15,40,50,50,15,50,50,100,100,0,0,0,15,0,100,0,15,0,50,4,4,4,2,3,1,1,.231284,.1549668,2,0,2,5,7,1,1,6,1,3,70
1,3,1,1,0,0,0,0,5,13,1,0,1,1,3,4,4,4,3,15,1,1,1,3,3,4,3.333333,3,2,2.5,4,3,3.5,0,0,0,0,0,0,0,0,2,3,2,2,2.25,1,0,.5,1,0,1,.6666667,3,3,3,4,3.25,2,2,2,0,20,70,35,70,70,70,70,40,10,85,80,80,50,40,0,75,70,95,85,3,3,7,3,1,5,7,.7699892,.7139285,4,0,3,3,7,5,6,15,1,5,40
1,2,2,0,0,0,0,1,3,6,2,1,3,0,6,4,4,4,4,16,0,2,1,1,3,2,2,4,4,4,5,1,3,0,0,0,0,0,0,0,0,4,4,4,3,3.75,3,1,2,2,0,2,1.333333,3,2,2,2,2.25,2,0,1,0,70,40,30,30,100,60,30,30,0,100,50,15,,50,0,100,60,100,70,3,4,7,5,5,5,7,1.759805,1.460823,4,0,3,5,7,1,2,7,,7,30
1,,4,0,0,0,1,1,1,7,3,3,3,3,12,2,2,2,2,8,1,2,1.5,2,0,0,.6666667,0,0,0,3,3,3,1,0,.5,2,2,2,2,2,0,0,0,0,0,2,2,2,1,2,0,1,3,4,2,2,2.75,2,4,3,,,,,,,,,,,,,,,,,,,,,1,1,4,,5,,4,.6883584,1.017892,1,0,,1,,,,,,4,
1,3,3,0,1,,0,1,3,17,3,1,2,2,8,3,4,3,3,13,1,0,.5,4,3,4,3.666667,2,1,1.5,5,3,4,0,1,.5,0,0,0,0,0,3,3,4,4,3.5,1,3,2,0,0,1,.3333333,5,3,2,2,3,2,2,2,30,0,90,15,55,90,100,85,65,30,90,100,90,60,70,5,80,90,85,100,3,3,6,3,2,5,7,1.62611,1.424058,4,2,3,5,7,2,4,10,0,7,40
1,4,1,1,0,0,0,1,5,20,1,0,1,0,2,4,4,4,4,16,1,2,1.5,4,3,4,3.666667,4,1,2.5,3,3,3,0,0,0,0,0,0,0,0,3,3,4,3,3.25,0,0,0,0,0,0,0,4,3,2,2,2.75,0,2,1,0,40,100,85,100,100,100,100,70,15,100,100,100,70,85,40,60,85,85,90,3,3,7,3,3,4,6,1.241755,1.253202,1,6,2,3,7,4,4,12,1,1,50
1,4,4,0,0,0,1,0,1,6,0,0,1,1,2,4,4,1,4,13,0,4,2,4,2,4,3.333333,2,0,1,5,3,4,1,0,.5,4,4,4,4,4,1,2,2,3,2,3,1,2,0,0,0,0,6,4,2,2,3.5,1,2,1.5,60,30,50,15,80,85,50,0,85,85,30,,100,,100,0,85,85,100,100,3,2,4,2,1,5,7,1.166909,1.683192,4,0,3,5,7,7,7,18,,4,100
1,7,3,0,1,,0,1,3,11,1,2,2,1,6,0,3,2,1,6,2,1,1.5,2,2,4,2.666667,3,4,3.5,6,5,5.5,0,0,0,2,2,1,1,1.5,0,0,0,0,0,1,2,1.5,1,2,2,1.666667,3,2,2,2,2.25,0,3,1.5,100,85,85,70,85,100,100,70,50,15,85,100,50,50,50,70,100,60,15,70,1,3,7,4,4,4,4,2.756669,3.833295,2,0,2,2,6,4,4,11,0,6,70
1,7,1,1,0,0,0,1,3,,2,1,3,1,7,1,2,2,3,8,4,4,4,2,2,2,2,0,2,1,3,5,4,0,1,.5,2,3,3,2,2.5,2,2,2,2,2,2,2,2,2,1,2,1.666667,3,3,2,2,2.5,1,2,1.5,100,100,50,100,85,50,50,50,100,70,50,40,50,50,50,85,30,50,50,60,3,3,4,3,5,1,4,.3052024,.2340562,1,,2,3,7,4,1,9,1,1,50
